id,syear,sex,alter,anz_pers,anz_kind,bildung,erwerb,branche,gesund_org,lebensz_org,einkommenj1,einkommenj2,einkommenm1,einkommenm2
7697,2018,[0] männlich,19,5,2,,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
7697,2019,[0] männlich,20,5,2,,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[2] Gut,8,1,0,400.89688,0
18228,2015,[1] weiblich,39,5,3,16,[2] Teilzeitbeschäftigung,[41] Hochbau,[3] Zufriedenstellend,8,27377.682,0,2402.0144,0
18228,2016,[1] weiblich,40,5,3,16,[2] Teilzeitbeschäftigung,[41] Hochbau,[3] Zufriedenstellend,7,31403.156,0,2981.0547,0
18228,2017,[1] weiblich,41,5,3,16,[2] Teilzeitbeschäftigung,"[71] Architektur- und Ingenieurbueros; technische, physikalische und chemische Untersuchung",[2] Gut,7,31726.58,0,3313.3284,0
18228,2018,[1] weiblich,42,5,3,16,[2] Teilzeitbeschäftigung,"[71] Architektur- und Ingenieurbueros; technische, physikalische und chemische Untersuchung",[3] Zufriedenstellend,8,30806.586,0,2459.1335,0
18228,2019,[1] weiblich,43,5,3,16,[2] Teilzeitbeschäftigung,"[71] Architektur- und Ingenieurbueros; technische, physikalische und chemische Untersuchung",[2] Gut,8,33542.422,0,2253.3899,0
19758,2015,[1] weiblich,44,5,3,18,[1] Voll erwerbstätig,[58] Verlagswesen,[2] Gut,8,0,0,1332.4213,0
18572,2015,[0] männlich,38,4,2,10.5,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[3] Zufriedenstellend,7,8115.6978,0,1447.6342,0
18572,2016,[0] männlich,39,4,2,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,8576.9678,0,0,0
18572,2017,[0] männlich,40,4,2,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,1901.8428,0,0,0
18572,2018,[0] männlich,41,4,2,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
18572,2019,[0] männlich,42,4,2,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
23573,2019,[1] weiblich,17,4,2,,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,,0,0,0,0
21207,2015,[1] weiblich,43,4,2,18,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,9,0,0,5039.436,0
21207,2016,[1] weiblich,44,4,2,18,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,8,0,0,5075.2461,0
21207,2017,[1] weiblich,45,4,2,18,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,8,0,0,4909.9434,0
21207,2019,[1] weiblich,47,4,2,18,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,8,0,0,5274.4961,0
11781,2015,[1] weiblich,45,4,2,11.5,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,8,3134.1577,0,1067.9167,0
11781,2016,[1] weiblich,46,4,2,11.5,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,8,12081.646,0,1369.712,0
11781,2017,[1] weiblich,47,4,2,11.5,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,7,12029.495,0,1326.231,0
11781,2018,[1] weiblich,48,4,2,11.5,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,8,11889.06,0,1180.746,0
11781,2019,[1] weiblich,49,4,1,11.5,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,8,14844.319,0,1261.7301,0
18988,2015,[1] weiblich,34,5,3,11.5,[1] Voll erwerbstätig,[55] Beherbergung,[3] Zufriedenstellend,4,7411.2764,0,797.98779,0
18988,2016,[1] weiblich,35,5,3,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,4,6458.686,0,0,0
18988,2017,[1] weiblich,36,5,3,11.5,[1] Voll erwerbstätig,[55] Beherbergung,[3] Zufriedenstellend,6,2565.4634,0,1350.7737,0
15221,2015,[0] männlich,40,5,3,10.5,[1] Voll erwerbstätig,"[43] Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe",[3] Zufriedenstellend,7,3581.4541,0,2349.9065,0
15221,2016,[0] männlich,41,5,3,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,8,29010.213,0,3542.0664,0
15221,2017,[0] männlich,42,5,3,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,7,42232.422,0,3492.5974,0
9940,2015,[0] männlich,37,4,2,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
9940,2016,[0] männlich,38,4,2,10.5,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
9940,2017,[0] männlich,39,4,2,10.5,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
9940,2018,[0] männlich,40,4,2,10.5,[2] Teilzeitbeschäftigung,"[91] Bibliotheken, Archive, Museen, botanische und zoologische Gaerten",[2] Gut,6,0,0,742.01428,0
9940,2019,[0] männlich,41,4,2,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,13471.495,0,0,0
15317,2015,[1] weiblich,18,4,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[87] Heime (ohne Erholungs- und Ferienheime),[2] Gut,7,1557.4178,0,288.93018,0
15317,2016,[1] weiblich,19,4,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[87] Heime (ohne Erholungs- und Ferienheime),[3] Zufriedenstellend,3,4860.3525,0,625.33435,0
15317,2017,[1] weiblich,20,3,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[87] Heime (ohne Erholungs- und Ferienheime),[3] Zufriedenstellend,4,4913.9087,0,290.21481,0
15317,2018,[1] weiblich,21,3,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[87] Heime (ohne Erholungs- und Ferienheime),[3] Zufriedenstellend,7,5492.9629,0,512.44775,0
15317,2019,[1] weiblich,22,3,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[87] Heime (ohne Erholungs- und Ferienheime),[2] Gut,4,4830.6113,0,316.58325,0
12128,2015,[1] weiblich,36,4,2,11.5,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
12128,2017,[1] weiblich,38,4,2,11.5,[1] Voll erwerbstätig,[28] Maschinenbau,[2] Gut,8,13788.442,0,1025.785,0
12128,2018,[1] weiblich,39,4,2,11.5,[5] Nicht erwerbstätig,,[2] Gut,7,3588.5071,0,0,0
12128,2019,[1] weiblich,40,4,2,11.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,6,4709.813,0,1926.87,0
19579,2015,[1] weiblich,41,4,2,14.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,4538.0791,0,0,0
19579,2016,[1] weiblich,42,4,2,14.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[3] Zufriedenstellend,7,0,0,0,0
19579,2017,[1] weiblich,43,3,2,14.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[3] Zufriedenstellend,7,0,0,833.47522,0
19579,2018,[1] weiblich,44,3,2,14.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,7,0,0,0,0
19579,2019,[1] weiblich,45,3,2,14.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[3] Zufriedenstellend,7,0,0,0,0
20183,2015,[1] weiblich,30,4,2,9,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
20183,2016,[1] weiblich,31,4,2,9,[2] Teilzeitbeschäftigung,,[2] Gut,[10] ganz und gar zufrieden,2751.6521,0,548.63989,0
20183,2017,[1] weiblich,32,4,2,9,"[4] Unregelmässig, geringfügig erwerbstät.",[97] Private Haushalte mit Hauspersonal,[3] Zufriedenstellend,8,3742.062,0,188.96817,0
20183,2018,[1] weiblich,33,4,2,9,"[4] Unregelmässig, geringfügig erwerbstät.",[97] Private Haushalte mit Hauspersonal,[2] Gut,[10] ganz und gar zufrieden,4737.6421,0,699.27466,0
20183,2019,[1] weiblich,34,4,2,9,"[4] Unregelmässig, geringfügig erwerbstät.",[81] Gebaeudebetreuung,[3] Zufriedenstellend,[10] ganz und gar zufrieden,394.05359,0,1,0
24305,2015,[1] weiblich,30,3,1,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,4112.3027,0,0,0
24305,2016,[1] weiblich,31,4,2,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
24305,2017,[1] weiblich,32,3,2,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,0,0,0,0
24305,2018,[1] weiblich,33,3,2,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
24305,2019,[1] weiblich,34,3,2,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
20468,2015,[0] männlich,45,4,2,18,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,60726.539,0,5108.9712,0
20468,2016,[0] männlich,46,4,2,18,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,9,67480.016,0,5246.0645,0
20468,2017,[0] männlich,47,4,2,18,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[3] Zufriedenstellend,7,59121.887,0,5448.1162,0
20468,2018,[0] männlich,48,4,2,18,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,69848.609,0,5643.6431,0
20468,2019,[0] männlich,49,4,2,18,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,68769.5,0,6019.6328,0
3897,2015,[1] weiblich,39,4,2,12,[1] Voll erwerbstätig,[52] Lagerei sowie Erbringung von sonstigen Dienstleistungen fuer den Verkehr,[3] Zufriedenstellend,9,13766.489,0,711.00757,0
9221,2015,[1] weiblich,32,5,3,9,"[3] Ausbildung, Lehre",[86] Gesundheitswesen,[1] Sehr gut,7,9307.4648,0,629.4071,0
9221,2016,[1] weiblich,33,5,3,9,[1] Voll erwerbstätig,[86] Gesundheitswesen,[5] Schlecht,5,6831.085,0,608.27112,0
9221,2017,[1] weiblich,34,5,3,9,[5] Nicht erwerbstätig,,,3,11370.226,0,0,0
9221,2018,[1] weiblich,35,5,3,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,4,0,0,0,0
9221,2019,[1] weiblich,36,5,3,9,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
1018,2015,[1] weiblich,37,4,2,14.5,[2] Teilzeitbeschäftigung,"[65] Versicherungen, Rueckversicherungen und Pensionskassen (ohne Sozialversicherung)",[4] Weniger gut,5,9401.876,0,649.57141,0
1018,2016,[1] weiblich,38,4,2,14.5,[2] Teilzeitbeschäftigung,"[65] Versicherungen, Rueckversicherungen und Pensionskassen (ohne Sozialversicherung)",[3] Zufriedenstellend,5,9219.4463,0,844.87988,0
1018,2017,[1] weiblich,39,4,2,14.5,[2] Teilzeitbeschäftigung,"[65] Versicherungen, Rueckversicherungen und Pensionskassen (ohne Sozialversicherung)",[3] Zufriedenstellend,4,11590.93,0,622.1568,0
1018,2018,[1] weiblich,40,4,2,14.5,[2] Teilzeitbeschäftigung,"[65] Versicherungen, Rueckversicherungen und Pensionskassen (ohne Sozialversicherung)",[4] Weniger gut,1,10555.783,0,1071.9114,0
1018,2019,[1] weiblich,41,4,2,14.5,[2] Teilzeitbeschäftigung,"[65] Versicherungen, Rueckversicherungen und Pensionskassen (ohne Sozialversicherung)",[3] Zufriedenstellend,2,8515.8164,0,1697.9714,0
15925,2015,[1] weiblich,39,4,2,14.5,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,6,22755.158,0,1503.8712,0
15925,2016,[1] weiblich,40,5,3,14.5,[5] Nicht erwerbstätig,,[2] Gut,9,25286.691,0,0,0
15925,2017,[1] weiblich,41,5,3,14.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
15925,2018,[1] weiblich,42,5,3,14.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
15925,2019,[1] weiblich,43,5,3,14.5,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,5,1,0,740.91119,0
6972,2015,[0] männlich,43,6,3,18,[1] Voll erwerbstätig,"[71] Architektur- und Ingenieurbueros; technische, physikalische und chemische Untersuchung",[3] Zufriedenstellend,7,66816.859,0,6481.4463,0
6972,2016,[0] männlich,44,6,3,18,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,72927.492,0,6594.9458,0
6972,2017,[0] männlich,45,7,4,18,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,77873.953,0,6906.2241,0
6972,2018,[0] männlich,46,7,4,18,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,75847.43,0,6850.4531,0
6972,2019,[0] männlich,47,6,4,18,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,78883.898,0,7302.2188,0
16687,2015,[1] weiblich,40,4,2,14.5,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
16687,2016,[1] weiblich,41,4,2,14.5,"[3] Ausbildung, Lehre",[29] Herstellung von Kraftwagen und Kraftwagenteilen,[2] Gut,7,0,0,1157.0425,0
16687,2017,[1] weiblich,42,4,2,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,8320.3945,0,0,0
16687,2018,[1] weiblich,43,4,2,18,[1] Voll erwerbstätig,[35] Energieversorgung,[2] Gut,7,50564.641,0,4765.1831,0
28278,2016,[0] männlich,48,4,2,17,[1] Voll erwerbstätig,,[2] Gut,8,69658.109,0,5867.4736,0
28278,2017,[0] männlich,49,4,2,17,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,8,73679.82,0,6358.8975,0
28278,2018,[0] männlich,50,4,2,17,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,7,76194.766,0,6142.2754,0
28278,2019,[0] männlich,51,4,2,17,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[1] Sehr gut,8,72644.93,0,6358.8647,0
4626,2015,[0] männlich,43,4,2,18,[5] Nicht erwerbstätig,,[2] Gut,7,31185.984,0,0,0
4626,2016,[0] männlich,44,4,2,18,[2] Teilzeitbeschäftigung,[46] Grosshandel (ohne Handel mit Kraftfahrzeugen und Kraftraedern),[3] Zufriedenstellend,7,0,0,1998.0182,0
4626,2018,[0] männlich,46,4,2,18,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,9,10710.15,0,5456.6211,0
4626,2019,[0] männlich,47,4,2,18,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,8,65350.566,0,5833.1563,0
26091,2015,[0] männlich,43,5,1,12,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,9,44479.895,0,3365.1682,0
26091,2016,[0] männlich,44,5,1,12,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,7,41309.672,0,3482.5117,0
26091,2017,[0] männlich,45,5,1,12,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,41899.664,0,3549.9924,0
26091,2018,[0] männlich,46,5,1,12,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,48036.383,0,4279.8428,0
26091,2019,[0] männlich,47,4,1,12,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[3] Zufriedenstellend,8,48925.98,0,4001.7905,0
29490,2015,[1] weiblich,41,5,1,10.5,[2] Teilzeitbeschäftigung,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,9,17498.746,0,1458.3666,0
29490,2016,[1] weiblich,42,5,1,10.5,[2] Teilzeitbeschäftigung,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,9,22006.42,0,2236.1665,0
29490,2017,[1] weiblich,43,5,1,10.5,[2] Teilzeitbeschäftigung,[64] Erbringung von Finanzdienstleistungen,[2] Gut,9,21305.666,0,1894.7383,0
29490,2018,[1] weiblich,44,5,1,10.5,[2] Teilzeitbeschäftigung,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,9,19471.197,0,1512.7767,0
29490,2019,[1] weiblich,45,4,1,10.5,[2] Teilzeitbeschäftigung,[82] Erbringung von wirtschaftlichen Dienstleistungen fuer Unternehmen und Privatpersonen a. n. g.,[2] Gut,9,20889.287,0,1961.9446,0
25875,2015,[1] weiblich,34,4,2,13.5,[1] Voll erwerbstätig,[45] Handel mit Kraftfahrzeugen,[2] Gut,8,39666.355,0,3304.0447,0
25875,2016,[1] weiblich,35,4,2,13.5,[1] Voll erwerbstätig,[45] Handel mit Kraftfahrzeugen,[4] Weniger gut,5,40547.012,0,2924.6807,0
25875,2017,[1] weiblich,36,4,2,13.5,[1] Voll erwerbstätig,[45] Handel mit Kraftfahrzeugen,[2] Gut,9,43706.25,0,3457.8508,0
25875,2018,[1] weiblich,37,4,2,13.5,[1] Voll erwerbstätig,[45] Handel mit Kraftfahrzeugen,[2] Gut,8,48020.875,0,3000.9697,0
25875,2019,[1] weiblich,38,4,2,13.5,[1] Voll erwerbstätig,[45] Handel mit Kraftfahrzeugen,[2] Gut,8,41491.098,0,3729.6572,0
21282,2015,[1] weiblich,27,3,2,7,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
21282,2016,[1] weiblich,28,5,3,7,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
7733,2015,[1] weiblich,48,5,2,18,[2] Teilzeitbeschäftigung,[21] Herstellung von pharmazeutischen Erzeugnissen,[1] Sehr gut,9,45668.559,0,2779.3965,0
7733,2016,[1] weiblich,49,5,1,18,[2] Teilzeitbeschäftigung,[21] Herstellung von pharmazeutischen Erzeugnissen,[2] Gut,9,51920.105,0,3839.3398,0
7733,2017,[1] weiblich,50,5,1,18,[2] Teilzeitbeschäftigung,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,60944.152,0,4778.2622,0
7733,2018,[1] weiblich,51,5,1,18,[2] Teilzeitbeschäftigung,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,9,61613.543,0,4100.3364,0
7733,2019,[1] weiblich,52,4,1,18,[2] Teilzeitbeschäftigung,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,8,61361.457,0,4093.9377,0
7983,2015,[1] weiblich,17,5,2,,[5] Nicht erwerbstätig,,[2] Gut,,0,0,0,0
7983,2016,[1] weiblich,18,5,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,8,1,0,250.73262,0
7983,2017,[1] weiblich,19,5,1,,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[2] Gut,9,2997.7451,0,1,0
7983,2018,[1] weiblich,20,5,1,13,[5] Nicht erwerbstätig,,[1] Sehr gut,7,4888.1289,0,0,0
7983,2019,[1] weiblich,21,4,1,13,"[4] Unregelmässig, geringfügig erwerbstät.",[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[1] Sehr gut,7,2734.4468,0,334.33453,0
24985,2016,[1] weiblich,29,5,3,13.5,[2] Teilzeitbeschäftigung,[45] Handel mit Kraftfahrzeugen,[4] Weniger gut,8,1459.8335,0,782.78552,0
24985,2017,[1] weiblich,30,5,3,13.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[4] Weniger gut,7,4152.1328,0,1268.624,0
24985,2018,[1] weiblich,31,5,3,13.5,[5] Nicht erwerbstätig,,[2] Gut,7,7365.9214,0,0,0
3481,2015,[0] männlich,33,4,2,11.5,[1] Voll erwerbstätig,[61] Telekommunikation,[2] Gut,9,47524.629,0,4090.7178,0
3481,2016,[0] männlich,34,4,2,11.5,[1] Voll erwerbstätig,[61] Telekommunikation,[1] Sehr gut,8,52434.824,0,4296.7827,0
3481,2017,[0] männlich,35,4,2,11.5,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[1] Sehr gut,9,55412.438,0,4057.5481,0
3481,2018,[0] männlich,36,4,2,11.5,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[1] Sehr gut,[10] ganz und gar zufrieden,54322.297,0,4700.5542,0
23726,2015,[0] männlich,37,5,3,14.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,6,22518.688,0,2379.967,396.85864
23726,2016,[0] männlich,38,5,3,14.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,7,33739.508,3852.4856,3904.5588,294.81036
23726,2017,[0] männlich,39,5,3,14.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,7,45666.801,2991.1809,2656.5139,0
23726,2018,[0] männlich,40,5,3,14.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,6,32775.723,3605.6226,3420.2729,0
23726,2019,[0] männlich,41,5,3,14.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,4,46543.738,3803.7334,3436.1531,0
23304,2015,[0] männlich,32,4,2,9,[1] Voll erwerbstätig,"[43] Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe",[2] Gut,8,21758.998,0,1998.6085,0
23304,2016,[0] männlich,33,4,2,9,[1] Voll erwerbstätig,"[43] Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe",[2] Gut,8,11437.285,0,1632.7987,0
23304,2017,[0] männlich,34,4,2,9,[1] Voll erwerbstätig,"[43] Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe",[4] Weniger gut,7,25837.432,0,2159.7927,0
23304,2018,[0] männlich,35,4,2,9,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,8,32755.951,0,2901.4812,0
23304,2019,[0] männlich,36,4,2,9,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,8,40450.055,0,3331.0642,0
31293,2015,[0] männlich,48,6,4,7,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
31293,2016,[0] männlich,49,6,4,7,[5] Nicht erwerbstätig,,[2] Gut,8,1088.9835,0,0,0
31293,2017,[0] männlich,50,6,4,7,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
31293,2018,[0] männlich,51,6,4,7,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[3] Zufriedenstellend,9,10128.175,0,352.44421,0
31293,2019,[0] männlich,52,6,3,7,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,9,5087.3735,0,407.60077,0
16181,2018,[0] männlich,17,5,3,10,"[3] Ausbildung, Lehre",,[1] Sehr gut,,0,0,1,0
2387,2015,[1] weiblich,50,4,2,18,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
2387,2016,[1] weiblich,51,4,2,18,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
2387,2017,[1] weiblich,52,4,2,18,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
2387,2018,[1] weiblich,53,4,2,18,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
2387,2019,[1] weiblich,54,4,1,18,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
27883,2015,[0] männlich,27,4,2,10.5,[1] Voll erwerbstätig,"[53] Post-, Kurier- und Expressdienste",[1] Sehr gut,9,28155.072,0,2060.958,0
27883,2016,[0] männlich,28,4,2,10.5,[1] Voll erwerbstätig,"[53] Post-, Kurier- und Expressdienste",[2] Gut,9,24307.174,0,3067.3572,0
27883,2017,[0] männlich,29,4,2,10.5,[1] Voll erwerbstätig,"[53] Post-, Kurier- und Expressdienste",[2] Gut,8,53059.785,0,4430.6362,0
27883,2018,[0] männlich,30,4,2,10.5,[1] Voll erwerbstätig,"[53] Post-, Kurier- und Expressdienste",[2] Gut,9,47679.426,0,3608.8237,0
27883,2019,[0] männlich,31,5,3,10.5,[1] Voll erwerbstätig,"[53] Post-, Kurier- und Expressdienste",[2] Gut,8,47595.023,0,4299.0288,0
6060,2015,[0] männlich,59,5,3,18,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,8,0,0,29863.092,0
6060,2016,[0] männlich,60,5,2,18,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,8,0,0,20201.734,0
6060,2017,[0] männlich,61,5,1,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
6060,2018,[0] männlich,62,5,1,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
6060,2019,[0] männlich,63,5,1,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
11398,2015,[1] weiblich,45,5,3,11.5,"[4] Unregelmässig, geringfügig erwerbstät.",[86] Gesundheitswesen,[3] Zufriedenstellend,8,5454.3369,0,675.01086,0
11398,2016,[1] weiblich,46,5,2,11.5,[2] Teilzeitbeschäftigung,[86] Gesundheitswesen,[3] Zufriedenstellend,9,3945.0935,0,322.93777,0
11398,2017,[1] weiblich,47,5,1,11.5,[5] Nicht erwerbstätig,,[2] Gut,7,8280.0117,0,0,0
11398,2018,[1] weiblich,48,5,1,11.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
11398,2019,[1] weiblich,49,5,1,11.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
26795,2015,[1] weiblich,37,4,2,14,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,9,26242.914,0,1982.9637,0
26795,2016,[1] weiblich,38,4,2,14,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[3] Zufriedenstellend,9,25073.322,0,2280.2925,0
26795,2017,[1] weiblich,39,4,2,14,[2] Teilzeitbeschäftigung,[85] Erziehung und Unterricht,[2] Gut,9,24198.127,0,1971.8518,0
26795,2018,[1] weiblich,40,4,2,14,[2] Teilzeitbeschäftigung,[85] Erziehung und Unterricht,[3] Zufriedenstellend,9,23099.313,0,1629.0746,0
26795,2019,[1] weiblich,41,4,2,14,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[3] Zufriedenstellend,9,24246.582,0,1668.2395,0
20116,2015,[1] weiblich,34,6,4,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
20116,2016,[1] weiblich,35,7,5,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,75.360077
20116,2017,[1] weiblich,36,7,5,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
