id,year,firstyear_spell,event,event2,deceased,time,lastyear_spell,listing,uri,rank,worth,country,selfmade,sector,age,age_imputed,worth_def,female,gensource,first_2010,continent
2434,2023,2023,1,1,0,1,2023,2,masaru-wasami,2540,1000,Japan,1,3. Nontradable,78,NA,1000,0,Self-made male,0,Asia
2435,2017,2017,1,1,0,7,2023,1,masateru-uno,1234,1700,Japan,1,3. Nontradable,70,NA,1377,0,Self-made male,0,Asia
2436,2010,2010,0,0,1,13,2022,1,masatoshi-ito,536,1900,Japan,1,3. Nontradable,86,NA,1368,0,Self-made male,1,Asia
2437,2021,2021,1,1,0,1,2021,1,masatoshi-kumagai,2674,1000,Japan,1,2. New Sector,58,NA,880,0,Self-made male,0,Asia
2438,2010,2010,1,1,0,14,2023,1,masayoshi-son,127,5900,Japan,1,2. New Sector,53,NA,4248,0,Self-made male,1,Asia
2439,2017,2017,1,1,0,3,2019,1,masayuki-ishihara,1678,1200,Japan,0,3. Nontradable,69,NA,972,0,Inherited male,0,Asia
2439,2023,2023,1,1,0,1,2023,2,masayuki-ishihara,2405,1100,Japan,0,3. Nontradable,75,NA,1100,0,Inherited male,0,Asia
2440,2015,2015,1,1,0,9,2023,1,massimiliana-landini-aleotti,121,10400,Italy,0,2. New Sector,72,NA,8112,1,Inherited female,0,Europe
2441,2023,2023,1,1,0,1,2023,1,massimo-doris,2133,1300,Italy,0,4. Financial,56,NA,1300,0,Inherited male,0,Europe
2442,2014,2014,1,1,0,10,2023,1,massimo-moratti,1154,1500,Italy,0,1. Resource-related,69,NA,1170,0,Inherited male,0,Europe
2443,2021,2021,1,1,0,3,2023,1,mat-ishbia,234,9700,United States,0,4. Financial,41,NA,8536,0,Inherited male,0,North America
2444,2022,2022,1,1,0,2,2023,1,matei-zaharia,1818,1600,Romania,1,2. New Sector,37,NA,1520,0,Self-made male,0,Europe
2445,2021,2021,1,1,0,3,2023,1,mathias-doepfner,2378,1200,Germany,0,3. Nontradable,58,NA,1056,0,Inherited male,0,Europe
2446,2016,2016,1,1,0,8,2023,1,mathias-kamprad,1694,1000,Sweden,0,4. Financial,47,NA,790,0,Inherited male,0,Europe
2447,2021,2021,1,1,0,1,2021,1,mats-paulsson,2524,1100,Sweden,1,5. Tradable,77,NA,968,0,Self-made male,0,Europe
2449,2022,2022,0,0,0,1,2022,1,matt-hulsizer,1929,1500,United States,1,4. Financial,52,NA,1425,0,Self-made male,0,North America
2450,2021,2021,1,1,0,1,2021,1,matt-moulding,1064,2900,United Kingdom,1,3. Nontradable,49,NA,2552,0,Self-made male,0,Europe
2451,2011,2011,1,1,0,1,2011,1,matthew-bucksbaum,993,1200,United States,1,4. Financial,85,NA,888,0,Self-made male,0,North America
2452,2019,2019,1,1,0,1,2019,1,matthew-calkins,2057,1000,United States,1,2. New Sector,46,NA,840,0,Self-made male,0,North America
2452,2021,2021,1,1,0,1,2021,2,matthew-calkins,705,4100,United States,1,2. New Sector,48,NA,3608,0,Self-made male,0,North America
2453,2021,2021,1,1,0,3,2023,1,matthew-prince,1249,2500,United States,1,2. New Sector,46,NA,2200,0,Self-made male,0,North America
2454,2021,2021,1,1,0,3,2023,1,matthew-roszak,2035,1500,United States,1,4. Financial,49,NA,1320,0,Self-made male,0,North America
2455,2014,2014,1,1,0,10,2023,1,matthias-reimann-andersen,483,3300,Germany,0,3. Nontradable,49,NA,2574,0,Inherited male,0,Europe
2456,2016,2016,1,1,0,8,2023,1,matthias-reinhart,1198,1500,Switzerland,1,4. Financial,56,NA,1185,0,Self-made male,0,Europe
2457,2015,2015,1,1,0,5,2019,1,maurice-alter,1533,1200,Australia,1,4. Financial,90,NA,936,0,Self-made male,0,Oceania
2458,2015,2015,1,1,0,1,2015,1,maurizio-billi,1638,1100,Brazil,0,2. New Sector,58,NA,858,0,Inherited male,0,South America
2458,2017,2017,1,1,0,7,2023,2,maurizio-billi,1567,1300,Brazil,0,2. New Sector,60,NA,1053,0,Inherited male,0,South America
2459,2021,2021,1,1,0,1,2021,1,max-levchin,1444,2200,United States,1,4. Financial,46,NA,1936,0,Self-made male,0,North America
2460,2022,2022,1,1,0,2,2023,1,max-lytvyn,728,4000,Canada,1,2. New Sector,42,NA,3800,0,Self-made male,0,North America
2461,2013,2013,0,1,1,3,2015,1,max-michel-suberville,1031,1400,Mexico,0,5. Tradable,81,NA,1078,0,Inherited male,0,North America
2462,2013,2013,1,1,0,2,2014,1,max-turnauer,1342,1000,Austria,0,5. Tradable,77,NA,770,0,Inherited male,0,Europe
2463,2012,2012,1,1,0,2,2013,1,maxim-nogotkov,1153,1000,Russia,1,3. Nontradable,35,NA,760,0,Self-made male,0,Asia
2464,2017,2017,1,1,0,2,2018,1,maximilian-stoschek,1567,1300,Germany,0,5. Tradable,66.51573369,66.51573369,1053,0,Inherited male,0,Europe
2465,2020,2020,1,1,0,4,2023,1,maximilian-viessmann,908,2300,Germany,0,5. Tradable,31,NA,1978,0,Inherited male,0,Europe
2466,2010,2010,1,1,0,14,2023,1,meg-whitman,773,1300,United States,1,2. New Sector,54,NA,936,1,Self-made female,1,North America
2467,2010,2010,1,1,0,5,2014,1,megdet-rahimkulov-family,721,1400,Russia,1,4. Financial,65,NA,1008,0,Self-made male,1,Asia
2467,2016,2016,0,0,0,7,2022,2,megdet-rahimkulov-family,1694,1000,Russia,1,4. Financial,71,NA,790,0,Self-made male,0,Asia
2468,2015,2015,1,1,0,9,2023,1,mehmet-aydinlar,1415,1300,Turkey,1,2. New Sector,59,NA,1014,0,Self-made male,0,Asia
2469,2010,2010,1,1,0,6,2015,1,mehmet-emin-karamehmet,342,2900,Turkey,1,2. New Sector,66,NA,2088,0,Self-made male,1,Asia
2470,2011,2011,1,1,0,3,2013,1,mehmet-hattat,993,1200,Turkey,1,6. Diversified / Other,66,NA,888,0,Self-made male,0,Asia
2470,2018,2018,1,1,0,1,2018,2,mehmet-hattat,1650,1400,Turkey,1,6. Diversified / Other,73,NA,1162,0,Self-made male,0,Asia
2471,2012,2012,1,1,0,10,2021,1,mehmet-nazif-gunal,1153,1000,Turkey,1,6. Diversified / Other,64,NA,760,0,Self-made male,0,Asia
2472,2011,2011,1,1,0,1,2011,1,mehmet-omer-koc,1057,1100,Turkey,0,6. Diversified / Other,49,NA,814,0,Inherited male,0,Asia
2472,2013,2013,1,1,0,1,2013,2,mehmet-omer-koc,1268,1100,Turkey,0,6. Diversified / Other,51,NA,847,0,Inherited male,0,Asia
2473,2010,2010,1,1,0,4,2013,1,mehmet-rustu-basaran,773,1300,Turkey,0,1. Resource-related,63,NA,936,0,Inherited male,1,Asia
2473,2015,2015,1,1,0,4,2018,2,mehmet-rustu-basaran,1533,1200,Turkey,0,1. Resource-related,68,NA,936,0,Inherited male,0,Asia
2474,2011,2011,1,1,0,1,2011,1,mehmet-sepil,1140,1000,Turkey,1,1. Resource-related,58,NA,740,0,Self-made male,0,Asia
2475,2010,2010,1,1,0,9,2018,1,mehmet-sinan-tara,828,1200,Turkey,0,5. Tradable,52,NA,864,0,Inherited male,1,Asia
2475,2021,2021,1,1,0,3,2023,2,mehmet-sinan-tara,2524,1100,Turkey,0,5. Tradable,63,NA,968,0,Inherited male,0,Asia
2476,2022,2022,1,1,0,2,2023,1,melanie-perkins,386,6500,Australia,1,2. New Sector,35,NA,6175,1,Self-made female,0,Oceania
2477,2018,2018,1,1,0,2,2019,1,melih-abdulhayoglu,1477,1600,Turkey,1,2. New Sector,50,NA,1328,0,Self-made male,0,Asia
2478,2022,2022,1,1,0,2,2023,1,melinda-french-gates,411,6200,United States,0,2. New Sector,58,NA,5890,1,Inherited female,0,North America
2479,2018,2018,1,1,0,6,2023,1,melissa-ma-1,679,3400,China,1,2. New Sector,60.9212963,60.9212963,2822,1,Self-made female,0,Asia
2480,2010,2010,1,1,0,14,2023,1,melker-schorling,582,1700,Sweden,1,4. Financial,63,NA,1224,0,Self-made male,1,Europe
2481,2011,2011,1,1,0,2,2012,1,meng-qingshan,595,2000,China,1,5. Tradable,63,NA,1480,0,Self-made male,0,Asia
2481,2022,2022,1,1,0,2,2023,2,meng-qingshan,1929,1500,China,1,5. Tradable,74,NA,1425,0,Self-made male,0,Asia
2482,2017,2017,1,1,0,7,2023,1,mi-enhua,1940,1000,China,1,3. Nontradable,59,NA,810,0,Self-made male,0,Asia
2483,2010,2010,1,1,0,1,2010,1,mian-mohammad-mansha,937,1000,Pakistan,0,6. Diversified / Other,63,NA,720,0,Inherited male,1,Asia
2484,2020,2020,1,1,0,4,2023,1,miao-hangen,1267,1700,China,1,6. Diversified / Other,55,NA,1462,0,Self-made male,0,Asia
2485,2014,2014,1,1,0,10,2023,1,miao-shouliang,1442,1150,China,1,4. Financial,59,NA,897,0,Self-made male,0,Asia
2486,2020,2020,1,1,0,4,2023,1,miao-yongjun,1267,1700,China,1,2. New Sector,53,NA,1462,0,Self-made male,0,Asia
2487,2023,2023,1,1,0,1,2023,1,michael-arougheti,2259,1200,United States,1,4. Financial,51,NA,1200,0,Self-made male,0,North America
2488,2012,2012,1,1,0,12,2023,1,michael-ashcroft,1153,1000,United Kingdom,1,4. Financial,66,NA,760,0,Self-made male,0,Europe
2489,2010,2010,1,1,0,14,2023,1,michael-ashley,655,1500,United Kingdom,1,3. Nontradable,46,NA,1080,0,Self-made male,1,Europe
2490,2010,2010,1,1,0,14,2023,1,michael-bloomberg,23,18000,United States,1,3. Nontradable,68,NA,12960,0,Self-made male,1,North America
2491,2011,2011,1,1,0,3,2013,1,michael-chiang,833,1500,Taiwan,1,2. New Sector,58,NA,1110,0,Self-made male,0,Asia
2492,2010,2010,1,1,0,14,2023,1,michael-dell,37,13500,United States,1,2. New Sector,45,NA,9720,0,Self-made male,1,North America
2493,2010,2010,1,1,0,2,2011,1,michael-federmann,721,1400,Israel,1,2. New Sector,67,NA,1008,0,Self-made male,1,Asia
2493,2019,2019,1,1,0,5,2023,2,michael-federmann,1605,1400,Israel,1,2. New Sector,76,NA,1176,0,Self-made male,0,Asia
2494,2010,2010,1,1,0,14,2023,1,michael-hartono,258,3500,Indonesia,0,5. Tradable,71,NA,2520,0,Inherited male,1,Asia
2495,2021,2021,1,1,0,3,2023,1,michael-heine,2263,1300,Australia,1,4. Financial,72,NA,1144,0,Self-made male,0,Oceania
2496,2010,2010,0,1,1,3,2012,1,michael-heisley,655,1500,United States,1,5. Tradable,73,NA,1080,0,Self-made male,1,North America
2497,2010,2010,1,1,0,14,2023,1,michael-herz,237,3800,Germany,0,3. Nontradable,67,NA,2736,0,Inherited male,1,Europe
2498,2010,2010,1,1,0,14,2023,1,michael-hintze,880,1100,Australia,1,4. Financial,57,NA,792,0,Self-made male,1,Oceania
2499,2010,2010,0,1,1,6,2015,1,michael-jaharis,536,1900,United States,1,2. New Sector,82,NA,1368,0,Self-made male,1,North America
2500,2015,2015,1,1,0,9,2023,1,michael-jordan,1741,1000,United States,1,3. Nontradable,52,NA,780,0,Self-made male,0,North America
2501,2010,2010,1,1,0,14,2023,1,michael-kadoorie,152,5100,Hong Kong,0,1. Resource-related,69,NA,3672,0,Inherited male,1,Asia
2502,2018,2018,1,1,0,6,2023,1,michael-kim,2124,1000,South Korea,1,4. Financial,55,NA,830,0,Self-made male,0,North America
2503,2014,2014,1,1,0,2,2015,1,michael-klein-5,931,1900,Brazil,0,3. Nontradable,63,NA,1482,0,Inherited male,0,South America
2504,2014,2014,1,1,0,1,2014,1,michael-kors,1565,1000,United States,1,3. Nontradable,55,NA,780,0,Self-made male,0,North America
2505,2010,2010,1,1,0,14,2023,1,michael-krasny,937,1000,United States,1,2. New Sector,57,NA,720,0,Self-made male,1,North America
2506,2023,2023,1,1,0,1,2023,1,michael-kum,2540,1000,Singapore,1,4. Financial,78,NA,1000,0,Self-made male,0,Asia
2507,2010,2010,1,1,0,1,2010,1,michael-lee-chin,937,1000,Canada,1,4. Financial,59,NA,720,0,Self-made male,1,North America
2507,2018,2018,1,1,0,6,2023,2,michael-lee-chin,1867,1200,Canada,1,4. Financial,67,NA,996,0,Self-made male,0,North America
2508,2014,2014,1,1,0,2,2015,1,michael-lynch-3,1565,1000,United Kingdom,1,2. New Sector,49,NA,780,0,Self-made male,0,Europe
2509,2021,2021,0,0,0,2,2022,1,michael-mccain-1,2674,1000,Canada,0,5. Tradable,66.51573369,66.51573369,880,0,Inherited male,0,North America
2510,2010,2010,1,1,0,14,2023,1,michael-milken,488,2000,United States,1,4. Financial,64,NA,1440,0,Self-made male,1,North America
2511,2011,2011,1,1,0,2,2012,1,michael-minhong-yu,1140,1000,China,1,3. Nontradable,49,NA,740,0,Self-made male,0,Asia
2511,2014,2014,1,1,0,1,2014,2,michael-minhong-yu,1372,1200,China,1,3. Nontradable,52,NA,936,0,Self-made male,0,Asia
2511,2016,2016,1,1,0,6,2021,3,michael-minhong-yu,1476,1200,China,1,3. Nontradable,54,NA,948,0,Self-made male,0,Asia
2511,2023,2023,1,1,0,1,2023,4,michael-minhong-yu,1905,1500,China,1,3. Nontradable,61,NA,1500,0,Self-made male,0,Asia
2512,2010,2010,1,1,0,14,2023,1,michael-moritz,655,1500,United States,1,2. New Sector,56,NA,1080,0,Self-made male,1,North America
2513,2018,2018,1,1,0,1,2018,1,michael-oleary,1999,1100,Ireland,1,3. Nontradable,57,NA,913,0,Self-made male,0,Europe
2514,2010,2010,1,1,0,14,2023,1,michael-otto,21,18700,Germany,0,3. Nontradable,67,NA,13464,0,Inherited male,1,Europe
2515,2013,2013,1,1,0,11,2023,1,michael-pieper,736,2000,Switzerland,1,5. Tradable,67,NA,1540,0,Self-made male,0,Europe
2516,2014,2014,1,1,0,10,2023,1,michael-platt,430,3600,United Kingdom,1,4. Financial,46,NA,2808,0,Self-made male,0,Europe
2517,2021,2021,1,1,0,3,2023,1,michael-polsky,2035,1500,United States,1,1. Resource-related,72,NA,1320,0,Self-made male,0,North America
2518,2010,2010,0,0,1,13,2022,1,michael-price,721,1400,United States,0,4. Financial,58,NA,1008,0,Inherited male,1,North America
2519,2022,2022,0,0,0,1,2022,1,michael-rees,2578,1000,United States,1,4. Financial,47,NA,950,0,Self-made male,0,North America
2521,2013,2013,1,1,0,11,2023,1,michael-rubin,882,1700,United States,1,3. Nontradable,41,NA,1309,0,Self-made male,0,North America
2522,2021,2021,1,1,0,3,2023,1,michael-s-smith,2524,1100,United States,1,1. Resource-related,66,NA,968,0,Self-made male,0,North America
2523,2021,2021,0,0,0,2,2022,1,michael-saylor,1362,2300,United States,1,2. New Sector,56,NA,2024,0,Self-made male,0,North America
2524,2021,2021,1,1,0,3,2023,1,michael-spencer,2141,1400,United Kingdom,1,4. Financial,66,NA,1232,0,Self-made male,0,Europe
2525,2014,2014,1,1,0,10,2023,1,michael-steinhardt,1465,1100,United States,1,4. Financial,74,NA,858,0,Self-made male,0,North America
2526,2014,2014,1,1,0,3,2016,1,michael-stoschek,408,3700,Germany,0,5. Tradable,67,NA,2886,0,Inherited male,0,Europe
2527,2011,2011,1,1,0,1,2011,1,michael-strauss,1057,1100,Israel,0,5. Tradable,77,NA,814,0,Inherited male,0,Asia
2528,2020,2020,1,1,0,4,2023,1,michael-tojner,1135,1900,Austria,1,5. Tradable,54,NA,1634,0,Self-made male,0,Europe
2529,2021,2021,1,1,0,3,2023,1,michael-xie,1517,2100,United States,1,2. New Sector,52,NA,1848,0,Self-made male,0,North America
2530,2010,2010,1,1,0,14,2023,1,michael-ying,374,2500,Hong Kong,1,3. Nontradable,61,NA,1800,0,Self-made male,1,Asia
2531,2020,2020,1,1,0,4,2023,1,michaela-herz,1415,1500,Germany,0,4. Financial,63.16475645,63.16475645,1290,1,Inherited female,0,Europe
2532,2010,2010,1,1,0,14,2023,1,michal-solowow,937,1000,Poland,1,4. Financial,48,NA,720,0,Self-made male,1,Europe
2533,2023,2023,1,1,0,1,2023,1,michal-strnad,1516,2000,Czech Republic,0,5. Tradable,31,NA,2000,0,Inherited male,0,Europe
2534,2014,2014,0,1,1,6,2019,1,michel-chalhoub,1210,1400,France,1,3. Nontradable,83,NA,1092,0,Self-made male,0,Europe
2535,2014,2014,1,1,0,10,2023,1,michel-leclercq,551,3000,France,0,3. Nontradable,75,NA,2340,0,Inherited male,0,Europe
2536,2010,2010,0,1,1,5,2014,1,michele-ferrero,28,17000,Italy,0,5. Tradable,85,NA,12240,0,Inherited male,1,Europe
2537,2019,2019,1,1,0,1,2019,1,michiel-le-roux,1818,1200,South Africa,1,4. Financial,70,NA,1008,0,Self-made male,0,Africa
2537,2021,2021,1,1,0,3,2023,2,michiel-le-roux,2524,1100,South Africa,1,4. Financial,72,NA,968,0,Self-made male,0,Africa
2538,2010,2010,1,1,0,14,2023,1,micky-arison,189,4400,United States,0,3. Nontradable,61,NA,3168,0,Inherited male,1,North America
2539,2010,2010,1,1,0,14,2023,1,micky-jagtiani,354,2800,India,0,3. Nontradable,59,NA,2016,0,Inherited male,1,Asia
2540,2016,2016,1,1,0,8,2023,1,miguel-fluxa-rossello,906,2000,Spain,0,3. Nontradable,78,NA,1580,0,Inherited male,0,Europe
2541,2014,2014,1,1,0,10,2023,1,miguel-krigsner,642,2700,Brazil,1,3. Nontradable,64,NA,2106,0,Self-made male,0,South America
2542,2016,2016,1,1,0,4,2019,1,miguel-mckelvey,1694,1000,United States,1,4. Financial,42,NA,790,0,Self-made male,0,North America
2543,2017,2017,1,1,0,7,2023,1,mika-anttonen,1468,1400,Finland,1,1. Resource-related,51,NA,1134,0,Self-made male,0,Europe
2544,2016,2016,1,1,0,2,2017,1,mikail-shishkhanov,1121,1600,Russia,1,6. Diversified / Other,44,NA,1264,0,Self-made male,0,Asia
2545,2011,2011,1,1,0,13,2023,1,mike-adenuga,595,2000,Nigeria,1,6. Diversified / Other,58,NA,1480,0,Self-made male,0,Africa
2546,2020,2020,1,1,0,1,2020,1,mike-bingle,1730,1200,United States,1,4. Financial,48,NA,1032,0,Self-made male,0,North America
2547,2015,2015,1,1,0,9,2023,1,mike-cannon-brookes,1638,1100,Australia,1,2. New Sector,36,NA,858,0,Self-made male,0,Oceania
2548,2010,2010,1,1,0,2,2011,1,mike-lazaridis,437,2200,Canada,1,2. New Sector,49,NA,1584,0,Self-made male,1,North America
2549,2022,2022,1,1,0,2,2023,1,mike-repole,1929,1500,United States,1,5. Tradable,54,NA,1425,0,Self-made male,0,North America
2550,2021,2021,1,1,0,3,2023,1,mike-speiser,2378,1200,United States,1,2. New Sector,50,NA,1056,0,Self-made male,0,North America
2551,2011,2011,1,1,0,4,2014,1,mikhail-abyzov,993,1200,Russia,1,1. Resource-related,39,NA,888,0,Self-made male,0,Asia
2552,2010,2010,1,1,0,6,2015,1,mikhail-balakin,616,1600,Russia,1,5. Tradable,49,NA,1152,0,Self-made male,1,Asia
2553,2012,2012,1,1,0,2,2013,1,mikhail-fedyaev,1153,1000,Russia,1,6. Diversified / Other,50,NA,760,0,Self-made male,0,Asia
2554,2010,2010,1,1,0,14,2023,1,mikhail-fridman,42,12700,Russia,1,1. Resource-related,46,NA,9144,0,Self-made male,1,Asia
2555,2010,2010,1,1,0,14,2023,1,mikhail-gutseriev,437,2200,Russia,1,1. Resource-related,52,NA,1584,0,Self-made male,1,Asia
2556,2021,2021,1,1,0,3,2023,1,mikhail-lomtadze,956,3200,Georgia,1,4. Financial,46,NA,2816,0,Self-made male,0,Europe
2557,2010,2010,1,1,0,14,2023,1,mikhail-prokhorov,39,13400,Russia,1,4. Financial,45,NA,9648,0,Self-made male,1,Asia
2558,2018,2018,1,1,0,6,2023,1,mikhail-shelkov,1867,1200,Russia,1,1. Resource-related,50,NA,996,0,Self-made male,0,Asia
2559,2011,2011,1,1,0,13,2023,1,milane-frantz,362,3100,United States,0,1. Resource-related,42,NA,2294,1,Inherited female,0,North America
2560,2012,2012,0,1,1,4,2015,1,miloud-chaabi,401,2900,Morocco,1,4. Financial,83,NA,2204,0,Self-made male,0,Africa
2561,2019,2019,1,1,0,1,2019,1,mimi-haas,2057,1000,United States,0,3. Nontradable,73,NA,840,1,Inherited female,0,North America
2561,2021,2021,1,1,0,1,2021,2,mimi-haas,2141,1400,United States,0,3. Nontradable,75,NA,1232,1,Inherited female,0,North America
2562,2010,2010,1,1,0,14,2023,1,min-kao,616,1600,United States,1,2. New Sector,61,NA,1152,0,Self-made male,1,North America
2563,2018,2018,1,1,0,1,2018,1,min-liang-tan,1999,1100,Singapore,1,3. Nontradable,41,NA,913,0,Self-made male,0,Asia
2563,2023,2023,1,1,0,1,2023,2,min-liang-tan,2405,1100,Singapore,1,3. Nontradable,46,NA,1100,0,Self-made male,0,Asia
2564,2021,2021,1,1,0,1,2021,1,ming-hsieh,2524,1100,United States,1,2. New Sector,65,NA,968,0,Self-made male,0,North America
2565,2010,2010,0,1,1,3,2012,1,minoru-mori,721,1400,Japan,0,4. Financial,76,NA,1008,0,Inherited male,1,Asia
2566,2021,2021,1,1,0,3,2023,1,miriam-adelson,36,38200,United States,0,3. Nontradable,76,NA,33616,1,Inherited female,0,North America
2567,2014,2014,1,1,0,10,2023,1,miriam-baumann-blocher,1465,1100,Switzerland,0,5. Tradable,39,NA,858,1,Inherited female,0,Europe
2568,2012,2012,1,1,0,12,2023,1,mitchell-goldhar,854,1500,Canada,1,4. Financial,51,NA,1140,0,Self-made male,0,North America
2569,2013,2013,1,1,0,2,2014,1,mitchell-jacobson,1268,1100,United States,0,3. Nontradable,62,NA,847,0,Inherited male,0,North America
2569,2017,2017,1,1,0,3,2019,2,mitchell-jacobson,1376,1500,United States,0,3. Nontradable,66,NA,1215,0,Inherited male,0,North America
2569,2021,2021,1,1,0,3,2023,3,mitchell-jacobson,2524,1100,United States,0,3. Nontradable,70,NA,968,0,Inherited male,0,North America
2570,2010,2010,1,1,0,14,2023,1,mitchell-rales,367,2600,United States,1,5. Tradable,54,NA,1872,0,Self-made male,1,North America
2571,2012,2012,1,1,0,12,2023,1,miuccia-prada,139,6800,Italy,0,3. Nontradable,63,NA,5168,1,Inherited female,0,Europe
2572,2014,2014,1,1,0,1,2014,1,mo-tianquan,931,1900,China,1,3. Nontradable,50,NA,1482,0,Self-made male,0,Asia
2573,2014,2014,1,1,0,10,2023,1,mochtar-riady,687,2500,Indonesia,1,6. Diversified / Other,85,NA,1950,0,Self-made male,0,Asia
2574,2011,2011,1,1,0,1,2011,1,mofatraj-munot,1140,1000,India,1,4. Financial,67,NA,740,0,Self-made male,0,Asia
2574,2013,2013,1,1,0,11,2023,2,mofatraj-munot,1175,1200,India,1,4. Financial,69,NA,924,0,Self-made male,0,Asia
2575,2011,2011,1,1,0,13,2023,1,mohamed-al-fayed,993,1200,Egypt,1,3. Nontradable,82,NA,888,0,Self-made male,0,Africa
2576,2010,2010,1,1,0,4,2013,1,mohamed-bin-issa-al-jaber,93,7500,Saudi Arabia,1,4. Financial,51,NA,5400,0,Self-made male,1,Asia
2577,2011,2011,1,1,0,13,2023,1,mohamed-mansour,595,2000,Egypt,1,6. Diversified / Other,63,NA,1480,0,Self-made male,0,Africa
2578,2010,2010,1,1,0,8,2017,1,mohammed-al-amoudi,64,10000,Saudi Arabia,1,1. Resource-related,64,NA,7200,0,Self-made male,1,Asia
2579,2014,2014,1,1,0,2,2015,1,mohammed-al-barwani,1372,1200,Oman,1,1. Resource-related,62,NA,936,0,Self-made male,0,Asia
2580,2010,2010,1,1,0,8,2017,1,mohammed-al-issa,400,2400,Saudi Arabia,1,4. Financial,85,NA,1728,0,Self-made male,1,Asia
2581,2010,2010,1,1,0,3,2012,1,mohammed-al-rajhi,655,1500,Saudi Arabia,0,4. Financial,66.51573369,66.51573369,1080,0,Inherited male,1,Asia
2582,2017,2017,1,1,0,1,2017,1,mohammed-bahwan,1940,1000,Oman,0,5. Tradable,66.51573369,66.51573369,810,0,Inherited male,0,Asia
2583,2015,2015,1,1,0,9,2023,1,mohammed-dewji,1500,1250,Tanzania,0,6. Diversified / Other,40,NA,975,0,Inherited male,0,Africa
2584,2010,2010,1,1,0,14,2023,1,mohammed-ibrahim,463,2100,United Kingdom,1,2. New Sector,64,NA,1512,0,Self-made male,1,Europe
2585,2017,2017,1,1,0,1,2017,1,mohammed-saleh-serafi,1795,1100,Saudi Arabia,1,4. Financial,86,NA,891,0,Self-made male,0,Asia
2586,2012,2012,1,1,0,4,2015,1,mohannad-al-kharafi,1015,1200,Kuwait,0,6. Diversified / Other,66.51573369,66.51573369,912,0,Inherited male,0,Asia
2586,2017,2017,1,1,0,2,2018,2,mohannad-al-kharafi,1567,1300,Kuwait,0,6. Diversified / Other,66.51573369,66.51573369,1053,0,Inherited male,0,Asia
2587,2015,2015,1,1,0,9,2023,1,mohed-altrad,1741,1000,France,1,5. Tradable,67,NA,780,0,Self-made male,0,Europe
2588,2010,2010,0,1,1,5,2014,1,moise-safra,421,2300,Brazil,1,4. Financial,75,NA,1656,0,Self-made male,1,South America
2589,2014,2014,1,1,0,1,2014,1,mokhzani-mahathir,1372,1200,Malaysia,1,1. Resource-related,53,NA,936,0,Self-made male,0,Asia
2590,2010,2010,1,1,0,14,2023,1,mong-koo-chung,249,3600,South Korea,0,5. Tradable,72,NA,2592,0,Inherited male,1,Asia
2591,2010,2010,1,1,0,10,2019,1,monika-schoeller,556,1800,Germany,0,3. Nontradable,71,NA,1296,1,Inherited female,1,Europe
2592,2013,2013,1,1,0,3,2015,1,monique-roosmale-nepveu,1342,1000,France,0,5. Tradable,73,NA,770,1,Inherited female,0,Europe
2593,2016,2016,0,0,0,7,2022,1,montri-jiaravanont,854,2100,Thailand,0,6. Diversified / Other,85,NA,1659,0,Inherited male,0,Asia
2594,2013,2013,1,1,0,7,2019,1,mori-arkin,1332,1050,Israel,1,2. New Sector,61,NA,808.5,0,Self-made male,0,Asia
2594,2021,2021,1,1,0,3,2023,2,mori-arkin,2141,1400,Israel,1,2. New Sector,69,NA,1232,0,Self-made male,0,Asia
2595,2018,2018,1,1,0,6,2023,1,morris-chang,2124,1000,Taiwan,1,2. New Sector,87,NA,830,0,Self-made male,0,Asia
2596,2010,2010,1,1,0,14,2023,1,morris-kahn,937,1000,Israel,1,2. New Sector,80,NA,720,0,Self-made male,1,Asia
2597,2010,2010,1,1,0,14,2023,1,mortimer-zuckerman,616,1600,United States,1,4. Financial,73,NA,1152,0,Self-made male,1,North America
2598,2021,2021,1,1,0,1,2021,1,mou-jinxiang,2378,1200,China,1,5. Tradable,67,NA,1056,1,Self-made female,0,Asia
2599,2022,2022,1,1,0,2,2023,1,mrudula-parekh,1645,1800,India,0,5. Tradable,74,NA,1710,1,Inherited female,0,Asia
2600,2021,2021,1,1,0,3,2023,1,msatyanarayana-reddy,2524,1100,India,1,2. New Sector,64,NA,968,0,Self-made male,0,Asia
2601,2020,2020,1,1,0,4,2023,1,mu-rongjun,1730,1200,China,1,2. New Sector,40,NA,1032,0,Self-made male,0,Asia
2602,2010,2010,1,1,0,6,2015,1,mubariz-gurbanoglu,880,1100,Turkey,1,3. Nontradable,42,NA,792,0,Self-made male,1,Asia
2603,2023,2023,1,1,0,1,2023,1,muhammed-aziz-khan,2540,1000,Bangladesh,1,1. Resource-related,68,NA,1000,0,Self-made male,0,NA
2604,2021,2021,0,0,0,2,2022,1,mukand-lal-dua,2674,1000,India,1,3. Nontradable,72,NA,880,0,Self-made male,0,Asia
2605,2010,2010,1,1,0,14,2023,1,mukesh-ambani,4,29000,India,0,6. Diversified / Other,53,NA,20880,0,Inherited male,1,Asia
2606,2011,2011,1,1,0,1,2011,1,muneaki-masuda,1057,1100,Japan,1,3. Nontradable,60,NA,814,0,Self-made male,0,Asia
2606,2021,2021,1,1,0,1,2021,2,muneaki-masuda,2378,1200,Japan,1,3. Nontradable,70,NA,1056,0,Self-made male,0,Asia
